algoritmo,versao,threads,tamanhoEntrada,tipoEntrada,mediaMs,menorMs,maiorMs,speedup,eficiencia,todosOrdenadosCorretamente
Bubble Sort,Serial,1,10000,INVERTIDA,54.03580000000001,52.6499,55.4701,1.0,1.0,true
Insertion Sort,Serial,1,10000,INVERTIDA,6.830679999999999,6.6595,7.1894,1.0,1.0,true
Quick Sort,Serial,1,10000,INVERTIDA,17.888360000000002,17.2239,18.7808,1.0,1.0,true
Merge Sort,Serial,1,10000,INVERTIDA,0.22286,0.2146,0.2481,1.0,1.0,true
Bubble Sort,Paralelo,1,10000,INVERTIDA,53.49348,52.8342,54.7692,1.0101380579465014,1.0101380579465014,true
Bubble Sort,Paralelo,2,10000,INVERTIDA,14.10066,14.0016,14.242,3.832146864047499,1.9160734320237496,true
Bubble Sort,Paralelo,4,10000,INVERTIDA,4.34654,4.1901,4.7051,12.431911359380106,3.1079778398450264,true
Bubble Sort,Paralelo,8,10000,INVERTIDA,1.7203199999999998,1.5322,1.9047,31.410319010416675,3.9262898763020844,true
Insertion Sort,Paralelo,1,10000,INVERTIDA,7.113300000000001,6.8213,7.7985,0.9602687922623815,0.9602687922623815,true
Insertion Sort,Paralelo,2,10000,INVERTIDA,2.22558,1.9381,2.6941,3.0691684864170234,1.5345842432085117,true
Insertion Sort,Paralelo,4,10000,INVERTIDA,0.77396,0.714,0.841,8.825624063259083,2.2064060158147707,true
Insertion Sort,Paralelo,8,10000,INVERTIDA,1.29042,0.75,3.0793,5.293377350010074,0.6616721687512592,true
Quick Sort,Paralelo,1,10000,INVERTIDA,18.2762,17.9268,18.9324,0.9787789584268066,0.9787789584268066,true
Quick Sort,Paralelo,2,10000,INVERTIDA,18.6719,17.8922,19.3269,0.9580364076499982,0.4790182038249991,true
Quick Sort,Paralelo,4,10000,INVERTIDA,21.370659999999997,18.0562,31.0744,0.837052295062483,0.20926307376562076,true
Quick Sort,Paralelo,8,10000,INVERTIDA,18.201900000000002,18.0195,18.4914,0.9827743257572011,0.12284679071965014,true
Merge Sort,Paralelo,1,10000,INVERTIDA,0.41836,0.3115,0.5197,0.5326991108136533,0.5326991108136533,true
Merge Sort,Paralelo,2,10000,INVERTIDA,0.38908000000000004,0.3111,0.5353,0.5727870874884342,0.2863935437442171,true
Merge Sort,Paralelo,4,10000,INVERTIDA,0.5210199999999999,0.3562,0.8019,0.42773789873709267,0.10693447468427317,true
Merge Sort,Paralelo,8,10000,INVERTIDA,0.38532,0.3472,0.4382,0.578376414408803,0.07229705180110038,true
Bubble Sort,Serial,1,1000,REPETIDA,0.6056999999999999,0.5814,0.6262,1.0,1.0,true
Insertion Sort,Serial,1,1000,REPETIDA,0.045599999999999995,0.043,0.047,1.0,1.0,true
Quick Sort,Serial,1,1000,REPETIDA,0.03488,0.0338,0.038,1.0,1.0,true
Merge Sort,Serial,1,1000,REPETIDA,0.054279999999999995,0.0498,0.0582,1.0,1.0,true
Bubble Sort,Paralelo,1,1000,REPETIDA,0.62866,0.5427,0.6887,0.9634778735723601,0.9634778735723601,true
Bubble Sort,Paralelo,2,1000,REPETIDA,0.4779,0.4102,0.5728,1.2674199623352165,0.6337099811676082,true
Bubble Sort,Paralelo,4,1000,REPETIDA,0.45818000000000003,0.3226,0.5883,1.3219695316251252,0.3304923829062813,true
Bubble Sort,Paralelo,8,1000,REPETIDA,0.7260800000000001,0.66,0.8247,0.8342055971793739,0.10427569964742174,true
Insertion Sort,Paralelo,1,1000,REPETIDA,0.047920000000000004,0.0463,0.0491,0.9515859766277126,0.9515859766277126,true
Insertion Sort,Paralelo,2,1000,REPETIDA,0.22923999999999997,0.1822,0.3347,0.19891816436922002,0.09945908218461001,true
Insertion Sort,Paralelo,4,1000,REPETIDA,0.71242,0.5385,0.9251,0.06400718677184805,0.016001796692962013,true
Insertion Sort,Paralelo,8,1000,REPETIDA,0.99692,0.5679,2.3054,0.045740881916302205,0.005717610239537776,true
Quick Sort,Paralelo,1,1000,REPETIDA,0.24458000000000002,0.1906,0.3027,0.14261182435195027,0.14261182435195027,true
Quick Sort,Paralelo,2,1000,REPETIDA,0.22234000000000004,0.1821,0.301,0.15687685526670864,0.07843842763335432,true
Quick Sort,Paralelo,4,1000,REPETIDA,0.18456,0.141,0.2164,0.18899003034243608,0.04724750758560902,true
Quick Sort,Paralelo,8,1000,REPETIDA,0.20988,0.2011,0.2237,0.166190203926053,0.020773775490756624,true
Merge Sort,Paralelo,1,1000,REPETIDA,0.28044,0.2272,0.4269,0.19355298816146052,0.19355298816146052,true
Merge Sort,Paralelo,2,1000,REPETIDA,0.29294000000000003,0.2272,0.4034,0.1852939168430395,0.09264695842151975,true
Merge Sort,Paralelo,4,1000,REPETIDA,0.23001999999999997,0.1836,0.2791,0.23597948004521346,0.058994870011303366,true
Merge Sort,Paralelo,8,1000,REPETIDA,0.2485,0.2197,0.2847,0.21843058350100603,0.027303822937625753,true
Bubble Sort,Serial,1,5000,REPETIDA,14.36424,13.9164,14.5886,1.0,1.0,true
Insertion Sort,Serial,1,5000,REPETIDA,0.86514,0.8245,0.9079,1.0,1.0,true
Quick Sort,Serial,1,5000,REPETIDA,0.22926000000000002,0.2246,0.2336,1.0,1.0,true
Merge Sort,Serial,1,5000,REPETIDA,0.26876,0.2599,0.2794,1.0,1.0,true
Bubble Sort,Paralelo,1,5000,REPETIDA,15.01112,14.4836,16.0472,0.956906613230725,0.956906613230725,true
Bubble Sort,Paralelo,2,5000,REPETIDA,3.2636200000000004,3.181,3.4458,4.401321232251304,2.200660616125652,true
Bubble Sort,Paralelo,4,5000,REPETIDA,1.41044,1.1243,1.758,10.184226198916651,2.5460565497291627,true
Bubble Sort,Paralelo,8,5000,REPETIDA,1.1075,0.9716,1.1987,12.969968397291197,1.6212460496613996,true
Insertion Sort,Paralelo,1,5000,REPETIDA,0.9097,0.8366,0.9905,0.95101681873145,0.95101681873145,true
Insertion Sort,Paralelo,2,5000,REPETIDA,0.4372,0.384,0.5573,1.9788197621225985,0.9894098810612992,true
Insertion Sort,Paralelo,4,5000,REPETIDA,0.38,0.2969,0.4491,2.276684210526316,0.569171052631579,true
Insertion Sort,Paralelo,8,5000,REPETIDA,0.9200600000000001,0.5108,2.2772,0.9403082407669064,0.1175385300958633,true
Quick Sort,Paralelo,1,5000,REPETIDA,0.34659999999999996,0.3043,0.4174,0.6614541257934219,0.6614541257934219,true
Quick Sort,Paralelo,2,5000,REPETIDA,0.37644,0.3396,0.3906,0.6090213579853364,0.3045106789926682,true
Quick Sort,Paralelo,4,5000,REPETIDA,0.37118,0.3491,0.3989,0.6176518131364837,0.1544129532841209,true
Quick Sort,Paralelo,8,5000,REPETIDA,0.35556,0.3062,0.4638,0.6447856901788729,0.08059821127235911,true
Merge Sort,Paralelo,1,5000,REPETIDA,0.47212,0.4594,0.4818,0.5692620520206727,0.5692620520206727,true
Merge Sort,Paralelo,2,5000,REPETIDA,0.4683400000000001,0.4296,0.5524,0.5738565999060511,0.28692829995302555,true
Merge Sort,Paralelo,4,5000,REPETIDA,0.46806000000000003,0.4502,0.4863,0.574199888903132,0.143549972225783,true
Merge Sort,Paralelo,8,5000,REPETIDA,0.5383399999999999,0.4458,0.7031,0.49923839952446414,0.06240479994055802,true
Bubble Sort,Serial,1,10000,REPETIDA,74.49108000000001,72.44,77.072,1.0,1.0,true
Insertion Sort,Serial,1,10000,REPETIDA,3.43662,3.308,3.7064,1.0,1.0,true
Quick Sort,Serial,1,10000,REPETIDA,0.7962399999999998,0.6094,1.3612,1.0,1.0,true
Merge Sort,Serial,1,10000,REPETIDA,0.5718400000000001,0.5281,0.6447,1.0,1.0,true
Bubble Sort,Paralelo,1,10000,REPETIDA,75.03968,73.491,79.5856,0.9926892012332676,0.9926892012332676,true
Bubble Sort,Paralelo,2,10000,REPETIDA,15.710460000000001,15.0813,16.9446,4.741495793248575,2.3707478966242874,true
Bubble Sort,Paralelo,4,10000,REPETIDA,4.60048,3.7519,6.206,16.19202344103224,4.04800586025806,true
Bubble Sort,Paralelo,8,10000,REPETIDA,2.5315199999999995,2.406,2.675,29.425436101630652,3.6781795127038315,true
Insertion Sort,Paralelo,1,10000,REPETIDA,3.5471199999999996,3.4532,3.766,0.9688479668012361,0.9688479668012361,true
Insertion Sort,Paralelo,2,10000,REPETIDA,1.33328,1.1398,1.6976,2.577568102724109,1.2887840513620545,true
Insertion Sort,Paralelo,4,10000,REPETIDA,0.6602399999999999,0.501,0.8247,5.205107233733188,1.301276808433297,true
Insertion Sort,Paralelo,8,10000,REPETIDA,1.02384,0.5996,2.3676,3.3565986872948894,0.4195748359118612,true
Quick Sort,Paralelo,1,10000,REPETIDA,0.78176,0.6757,0.9193,1.0185223086369215,1.0185223086369215,true
Quick Sort,Paralelo,2,10000,REPETIDA,0.7280200000000001,0.6853,0.787,1.0937062168621736,0.5468531084310868,true
Quick Sort,Paralelo,4,10000,REPETIDA,0.7348,0.6883,0.8517,1.0836145890038102,0.27090364725095256,true
Quick Sort,Paralelo,8,10000,REPETIDA,0.78818,0.7531,0.829,1.0102260904869445,0.12627826131086806,true
Merge Sort,Paralelo,1,10000,REPETIDA,0.6846,0.6221,0.7993,0.8352906806894539,0.8352906806894539,true
Merge Sort,Paralelo,2,10000,REPETIDA,0.76468,0.6978,0.8545,0.7478160799288592,0.3739080399644296,true
Merge Sort,Paralelo,4,10000,REPETIDA,0.68706,0.6232,0.7169,0.8322999446918757,0.20807498617296893,true
Merge Sort,Paralelo,8,10000,REPETIDA,0.74872,0.6621,0.8442,0.7637568116251737,0.09546960145314672,true
