algoritmo,versao,threads,tamanhoEntrada,tipoEntrada,amostra,tempoMs,score,ordenadoCorretamente
"Bubble Sort","Paralelo",2,10000,"ORDENADA",2,0.4425,10000.0,true
"Bubble Sort","Paralelo",2,10000,"ORDENADA",3,0.5706,9771.464270551061,true
"Bubble Sort","Paralelo",2,10000,"ORDENADA",4,0.3885,10000.0,true
"Bubble Sort","Paralelo",2,10000,"ORDENADA",5,0.3777,10000.0,true
"Bubble Sort","Paralelo",4,10000,"ORDENADA",1,1.0713,9141.5746319518,true
"Bubble Sort","Paralelo",4,10000,"ORDENADA",2,0.8048,9427.582328374503,true
"Bubble Sort","Paralelo",4,10000,"ORDENADA",3,1.6668,8699.601417520453,true
"Bubble Sort","Paralelo",4,10000,"ORDENADA",4,1.8113,8616.476666057391,true
"Bubble Sort","Paralelo",4,10000,"ORDENADA",5,2.0968,8470.137656969344,true
"Bubble Sort","Paralelo",8,10000,"ORDENADA",1,1.5285,8786.20634794706,true
"Bubble Sort","Paralelo",8,10000,"ORDENADA",2,1.2747,8967.756977045834,true
"Bubble Sort","Paralelo",8,10000,"ORDENADA",3,1.2004,9027.805570187884,true
"Bubble Sort","Paralelo",8,10000,"ORDENADA",4,1.0329,9178.073276611687,true
"Bubble Sort","Paralelo",8,10000,"ORDENADA",5,2.0897,8473.528805141079,true
"Insertion Sort","Paralelo",1,10000,"ORDENADA",1,0.0201,10000.0,true
"Insertion Sort","Paralelo",1,10000,"ORDENADA",2,0.0179,10000.0,true
"Insertion Sort","Paralelo",1,10000,"ORDENADA",3,0.0185,10000.0,true
"Insertion Sort","Paralelo",1,10000,"ORDENADA",4,0.0185,10000.0,true
"Insertion Sort","Paralelo",1,10000,"ORDENADA",5,0.0182,10000.0,true
"Insertion Sort","Paralelo",2,10000,"ORDENADA",1,1.2187,9012.677517703318,true
"Insertion Sort","Paralelo",2,10000,"ORDENADA",2,0.6391,9658.098622259926,true
"Insertion Sort","Paralelo",2,10000,"ORDENADA",3,0.5322,9841.129510998597,true
"Insertion Sort","Paralelo",2,10000,"ORDENADA",4,0.5015,9900.54219229886,true
"Insertion Sort","Paralelo",2,10000,"ORDENADA",5,0.4022,10000.0,true
"Insertion Sort","Paralelo",4,10000,"ORDENADA",1,0.6964,9572.241080639535,true
"Insertion Sort","Paralelo",4,10000,"ORDENADA",2,0.6504,9640.57313060971,true
"Insertion Sort","Paralelo",4,10000,"ORDENADA",3,0.7038,9561.67180359428,true
"Insertion Sort","Paralelo",4,10000,"ORDENADA",4,0.6014,9718.895518595555,true
"Insertion Sort","Paralelo",4,10000,"ORDENADA",5,0.5612,9788.074421155345,true
"Insertion Sort","Paralelo",8,10000,"ORDENADA",1,1.1185,9098.463713773392,true
"Insertion Sort","Paralelo",8,10000,"ORDENADA",2,1.3832,8886.07902702391,true
"Insertion Sort","Paralelo",8,10000,"ORDENADA",3,1.1338,9084.87892264109,true
"Insertion Sort","Paralelo",8,10000,"ORDENADA",4,1.2375,8997.370898859075,true
"Insertion Sort","Paralelo",8,10000,"ORDENADA",5,1.213,9017.365034658018,true
"Quick Sort","Paralelo",1,10000,"ORDENADA",1,0.6443,9649.995622738199,true
"Quick Sort","Paralelo",1,10000,"ORDENADA",2,0.555,9799.183035671816,true
"Quick Sort","Paralelo",1,10000,"ORDENADA",3,0.5072,9889.240966549089,true
"Quick Sort","Paralelo",1,10000,"ORDENADA",4,0.4844,9935.233078106205,true
"Quick Sort","Paralelo",1,10000,"ORDENADA",5,0.4791,9946.234215921595,true
"Quick Sort","Paralelo",2,10000,"ORDENADA",1,0.5061,9891.411981457644,true
"Quick Sort","Paralelo",2,10000,"ORDENADA",2,0.4844,9935.233078106205,true
"Quick Sort","Paralelo",2,10000,"ORDENADA",3,0.46,9986.915160417211,true
"Quick Sort","Paralelo",2,10000,"ORDENADA",4,0.4133,10000.0,true
"Quick Sort","Paralelo",2,10000,"ORDENADA",5,0.4167,10000.0,true
"Quick Sort","Paralelo",4,10000,"ORDENADA",1,0.4723,9960.528502940948,true
"Quick Sort","Paralelo",4,10000,"ORDENADA",2,0.4523,10000.0,true
"Quick Sort","Paralelo",4,10000,"ORDENADA",3,0.4361,10000.0,true
"Quick Sort","Paralelo",4,10000,"ORDENADA",4,0.4234,10000.0,true
"Quick Sort","Paralelo",4,10000,"ORDENADA",5,0.4427,10000.0,true
"Quick Sort","Paralelo",8,10000,"ORDENADA",1,0.5936,9731.949317343415,true
"Quick Sort","Paralelo",8,10000,"ORDENADA",2,0.6412,9654.818348167322,true
"Quick Sort","Paralelo",8,10000,"ORDENADA",3,0.4551,9997.623984900174,true
"Quick Sort","Paralelo",8,10000,"ORDENADA",4,0.93,9283.004060486785,true
"Quick Sort","Paralelo",8,10000,"ORDENADA",5,0.5667,9778.322256177064,true
"Merge Sort","Paralelo",1,10000,"ORDENADA",1,1.1684,9054.821913619473,true
"Merge Sort","Paralelo",1,10000,"ORDENADA",2,1.1198,9097.302247774234,true
"Merge Sort","Paralelo",1,10000,"ORDENADA",3,0.9945,9215.95499771947,true
"Merge Sort","Paralelo",1,10000,"ORDENADA",4,0.8266,9400.857405464538,true
"Merge Sort","Paralelo",1,10000,"ORDENADA",5,0.7928,9442.603944800048,true
"Merge Sort","Paralelo",2,10000,"ORDENADA",1,0.8505,9372.356285505857,true
"Merge Sort","Paralelo",2,10000,"ORDENADA",2,0.7791,9460.034150586682,true
"Merge Sort","Paralelo",2,10000,"ORDENADA",3,0.7694,9472.561597680395,true
"Merge Sort","Paralelo",2,10000,"ORDENADA",4,0.7681,9474.252525003945,true
"Merge Sort","Paralelo",2,10000,"ORDENADA",5,0.758,9487.488062443274,true
"Merge Sort","Paralelo",4,10000,"ORDENADA",1,0.8682,9351.76036432419,true
"Merge Sort","Paralelo",4,10000,"ORDENADA",2,0.9368,9275.719514287115,true
"Merge Sort","Paralelo",4,10000,"ORDENADA",3,1.1827,9042.658674707904,true
"Merge Sort","Paralelo",4,10000,"ORDENADA",4,0.7237,9533.791076467656,true
"Merge Sort","Paralelo",4,10000,"ORDENADA",5,0.6986,9569.087176145493,true
"Merge Sort","Paralelo",8,10000,"ORDENADA",1,0.9123,9302.217993445687,true
"Merge Sort","Paralelo",8,10000,"ORDENADA",2,0.7766,9463.247890645373,true
"Merge Sort","Paralelo",8,10000,"ORDENADA",3,0.9108,9303.863392621204,true
"Merge Sort","Paralelo",8,10000,"ORDENADA",4,1.0309,9180.011249542571,true
"Merge Sort","Paralelo",8,10000,"ORDENADA",5,0.778,9461.446923753667,true
"Bubble Sort","Serial",1,100000,"ORDENADA",1,0.0411,10000.0,true
"Bubble Sort","Serial",1,100000,"ORDENADA",2,0.0409,10000.0,true
"Bubble Sort","Serial",1,100000,"ORDENADA",3,0.0402,10000.0,true
"Bubble Sort","Serial",1,100000,"ORDENADA",4,0.0408,10000.0,true
"Bubble Sort","Serial",1,100000,"ORDENADA",5,0.0392,10000.0,true
"Insertion Sort","Serial",1,100000,"ORDENADA",1,0.2114,10000.0,true
"Insertion Sort","Serial",1,100000,"ORDENADA",2,0.1681,10000.0,true
"Insertion Sort","Serial",1,100000,"ORDENADA",3,0.1674,10000.0,true
"Insertion Sort","Serial",1,100000,"ORDENADA",4,0.1673,10000.0,true
"Insertion Sort","Serial",1,100000,"ORDENADA",5,0.1778,10000.0,true
"Quick Sort","Serial",1,100000,"ORDENADA",1,1.9517,10000.0,true
"Quick Sort","Serial",1,100000,"ORDENADA",2,1.9799,10000.0,true
"Quick Sort","Serial",1,100000,"ORDENADA",3,1.8506,10000.0,true
"Quick Sort","Serial",1,100000,"ORDENADA",4,1.8454,10000.0,true
"Quick Sort","Serial",1,100000,"ORDENADA",5,1.877,10000.0,true
"Merge Sort","Serial",1,100000,"ORDENADA",1,5.8631,9744.305620300258,true
"Merge Sort","Serial",1,100000,"ORDENADA",2,5.8738,9742.482417397105,true
"Merge Sort","Serial",1,100000,"ORDENADA",3,5.7924,9756.436673820386,true
"Merge Sort","Serial",1,100000,"ORDENADA",4,5.1228,9879.275527088339,true
"Merge Sort","Serial",1,100000,"ORDENADA",5,5.0618,9891.25393042186,true
"Bubble Sort","Paralelo",1,100000,"ORDENADA",1,0.0436,10000.0,true
"Bubble Sort","Paralelo",1,100000,"ORDENADA",2,0.0384,10000.0,true
"Bubble Sort","Paralelo",1,100000,"ORDENADA",3,0.0385,10000.0,true
"Bubble Sort","Paralelo",1,100000,"ORDENADA",4,0.0387,10000.0,true
"Bubble Sort","Paralelo",1,100000,"ORDENADA",5,0.04,10000.0,true
"Bubble Sort","Paralelo",2,100000,"ORDENADA",1,3.4738,10000.0,true
"Bubble Sort","Paralelo",2,100000,"ORDENADA",2,4.6732,9971.128134017466,true
"Bubble Sort","Paralelo",2,100000,"ORDENADA",3,0.8728,10000.0,true
"Bubble Sort","Paralelo",2,100000,"ORDENADA",4,0.6622,10000.0,true
"Bubble Sort","Paralelo",2,100000,"ORDENADA",5,0.6058,10000.0,true
"Bubble Sort","Paralelo",4,100000,"ORDENADA",1,0.9122,10000.0,true
"Bubble Sort","Paralelo",4,100000,"ORDENADA",2,0.8322,10000.0,true
"Bubble Sort","Paralelo",4,100000,"ORDENADA",3,0.9275,10000.0,true
"Bubble Sort","Paralelo",4,100000,"ORDENADA",4,0.8358,10000.0,true
"Bubble Sort","Paralelo",4,100000,"ORDENADA",5,1.0217,10000.0,true
"Bubble Sort","Paralelo",8,100000,"ORDENADA",1,1.74,10000.0,true
"Bubble Sort","Paralelo",8,100000,"ORDENADA",2,1.5206,10000.0,true
"Bubble Sort","Paralelo",8,100000,"ORDENADA",3,1.3945,10000.0,true
"Bubble Sort","Paralelo",8,100000,"ORDENADA",4,1.2907,10000.0,true
"Bubble Sort","Paralelo",8,100000,"ORDENADA",5,1.3004,10000.0,true
"Insertion Sort","Paralelo",1,100000,"ORDENADA",1,0.1912,10000.0,true
"Insertion Sort","Paralelo",1,100000,"ORDENADA",2,0.1742,10000.0,true
"Insertion Sort","Paralelo",1,100000,"ORDENADA",3,0.1781,10000.0,true
"Insertion Sort","Paralelo",1,100000,"ORDENADA",4,0.1732,10000.0,true
"Insertion Sort","Paralelo",1,100000,"ORDENADA",5,0.1718,10000.0,true
"Insertion Sort","Paralelo",2,100000,"ORDENADA",1,0.9301,10000.0,true
"Insertion Sort","Paralelo",2,100000,"ORDENADA",2,0.7353,10000.0,true
"Insertion Sort","Paralelo",2,100000,"ORDENADA",3,0.7388,10000.0,true
"Insertion Sort","Paralelo",2,100000,"ORDENADA",4,0.6876,10000.0,true
"Insertion Sort","Paralelo",2,100000,"ORDENADA",5,0.7957,10000.0,true
"Insertion Sort","Paralelo",4,100000,"ORDENADA",1,1.0854,10000.0,true
"Insertion Sort","Paralelo",4,100000,"ORDENADA",2,1.0925,10000.0,true
"Insertion Sort","Paralelo",4,100000,"ORDENADA",3,1.1401,10000.0,true
"Insertion Sort","Paralelo",4,100000,"ORDENADA",4,1.1567,10000.0,true
"Insertion Sort","Paralelo",4,100000,"ORDENADA",5,1.0556,10000.0,true
"Insertion Sort","Paralelo",8,100000,"ORDENADA",1,1.3978,10000.0,true
"Insertion Sort","Paralelo",8,100000,"ORDENADA",2,1.3728,10000.0,true
"Insertion Sort","Paralelo",8,100000,"ORDENADA",3,1.4784,10000.0,true
"Insertion Sort","Paralelo",8,100000,"ORDENADA",4,1.5301,10000.0,true
"Insertion Sort","Paralelo",8,100000,"ORDENADA",5,1.4217,10000.0,true
"Quick Sort","Paralelo",1,100000,"ORDENADA",1,2.4486,10000.0,true
"Quick Sort","Paralelo",1,100000,"ORDENADA",2,2.1671,10000.0,true
"Quick Sort","Paralelo",1,100000,"ORDENADA",3,2.1068,10000.0,true
"Quick Sort","Paralelo",1,100000,"ORDENADA",4,2.1509,10000.0,true
"Quick Sort","Paralelo",1,100000,"ORDENADA",5,2.2985,10000.0,true
"Quick Sort","Paralelo",2,100000,"ORDENADA",1,1.7467,10000.0,true
"Quick Sort","Paralelo",2,100000,"ORDENADA",2,1.5401,10000.0,true
"Quick Sort","Paralelo",2,100000,"ORDENADA",3,1.755,10000.0,true
"Quick Sort","Paralelo",2,100000,"ORDENADA",4,1.661,10000.0,true
"Quick Sort","Paralelo",2,100000,"ORDENADA",5,1.6116,10000.0,true
"Quick Sort","Paralelo",4,100000,"ORDENADA",1,1.556,10000.0,true
"Quick Sort","Paralelo",4,100000,"ORDENADA",2,1.3749,10000.0,true
"Quick Sort","Paralelo",4,100000,"ORDENADA",3,1.2817,10000.0,true
"Quick Sort","Paralelo",4,100000,"ORDENADA",4,1.4586,10000.0,true
"Quick Sort","Paralelo",4,100000,"ORDENADA",5,1.2863,10000.0,true
"Quick Sort","Paralelo",8,100000,"ORDENADA",1,1.82,10000.0,true
"Quick Sort","Paralelo",8,100000,"ORDENADA",2,1.7343,10000.0,true
"Quick Sort","Paralelo",8,100000,"ORDENADA",3,1.9135,10000.0,true
"Quick Sort","Paralelo",8,100000,"ORDENADA",4,1.4382,10000.0,true
"Quick Sort","Paralelo",8,100000,"ORDENADA",5,1.4005,10000.0,true
"Merge Sort","Paralelo",1,100000,"ORDENADA",1,5.0913,9885.443175971013,true
"Merge Sort","Paralelo",1,100000,"ORDENADA",2,5.2803,9848.995352290302,true
"Merge Sort","Paralelo",1,100000,"ORDENADA",3,5.2613,9852.599932083729,true
"Merge Sort","Paralelo",1,100000,"ORDENADA",4,5.391,9828.248477047606,true
"Merge Sort","Paralelo",1,100000,"ORDENADA",5,5.5747,9794.74270617733,true
"Merge Sort","Paralelo",2,100000,"ORDENADA",1,3.2809,10000.0,true
"Merge Sort","Paralelo",2,100000,"ORDENADA",2,3.0841,10000.0,true
"Merge Sort","Paralelo",2,100000,"ORDENADA",3,3.286,10000.0,true
"Merge Sort","Paralelo",2,100000,"ORDENADA",4,3.5101,10000.0,true
"Merge Sort","Paralelo",2,100000,"ORDENADA",5,4.1654,10000.0,true
"Merge Sort","Paralelo",4,100000,"ORDENADA",1,2.6444,10000.0,true
"Merge Sort","Paralelo",4,100000,"ORDENADA",2,2.4467,10000.0,true
"Merge Sort","Paralelo",4,100000,"ORDENADA",3,2.2829,10000.0,true
"Merge Sort","Paralelo",4,100000,"ORDENADA",4,2.3958,10000.0,true
"Merge Sort","Paralelo",4,100000,"ORDENADA",5,2.5509,10000.0,true
"Merge Sort","Paralelo",8,100000,"ORDENADA",1,2.22,10000.0,true
"Merge Sort","Paralelo",8,100000,"ORDENADA",2,2.1659,10000.0,true
"Merge Sort","Paralelo",8,100000,"ORDENADA",3,2.3315,10000.0,true
"Merge Sort","Paralelo",8,100000,"ORDENADA",4,2.1678,10000.0,true
"Merge Sort","Paralelo",8,100000,"ORDENADA",5,2.4045,10000.0,true
"Bubble Sort","Serial",1,1000,"QUASE_ORDENADA",1,0.2489,8298.70821762026,true
"Bubble Sort","Serial",1,1000,"QUASE_ORDENADA",2,0.2302,8376.792235184537,true
"Bubble Sort","Serial",1,1000,"QUASE_ORDENADA",3,0.2401,8334.695125917675,true
"Bubble Sort","Serial",1,1000,"QUASE_ORDENADA",4,0.2395,8337.196612437758,true
"Bubble Sort","Serial",1,1000,"QUASE_ORDENADA",5,0.2255,8397.415873600237,true
"Insertion Sort","Serial",1,1000,"QUASE_ORDENADA",1,0.0151,10000.0,true
"Insertion Sort","Serial",1,1000,"QUASE_ORDENADA",2,0.0134,10000.0,true
"Insertion Sort","Serial",1,1000,"QUASE_ORDENADA",3,0.0126,10000.0,true
"Insertion Sort","Serial",1,1000,"QUASE_ORDENADA",4,0.0124,10000.0,true
"Insertion Sort","Serial",1,1000,"QUASE_ORDENADA",5,0.0124,10000.0,true
"Quick Sort","Serial",1,1000,"QUASE_ORDENADA",1,0.0405,10000.0,true
"Quick Sort","Serial",1,1000,"QUASE_ORDENADA",2,0.0345,10000.0,true
"Quick Sort","Serial",1,1000,"QUASE_ORDENADA",3,0.0306,10000.0,true
"Quick Sort","Serial",1,1000,"QUASE_ORDENADA",4,0.0281,10000.0,true
"Quick Sort","Serial",1,1000,"QUASE_ORDENADA",5,0.0268,10000.0,true
"Merge Sort","Serial",1,1000,"QUASE_ORDENADA",1,0.0506,9891.609580390717,true
"Merge Sort","Serial",1,1000,"QUASE_ORDENADA",2,0.0423,10000.0,true
"Merge Sort","Serial",1,1000,"QUASE_ORDENADA",3,0.0399,10000.0,true
"Merge Sort","Serial",1,1000,"QUASE_ORDENADA",4,0.0404,10000.0,true
"Merge Sort","Serial",1,1000,"QUASE_ORDENADA",5,0.0393,10000.0,true
"Bubble Sort","Paralelo",1,1000,"QUASE_ORDENADA",1,0.2496,8295.900490324104,true
"Bubble Sort","Paralelo",1,1000,"QUASE_ORDENADA",2,0.2432,8321.869578303937,true
"Bubble Sort","Paralelo",1,1000,"QUASE_ORDENADA",3,0.244,8318.586302907914,true
"Bubble Sort","Paralelo",1,1000,"QUASE_ORDENADA",4,0.2305,8375.490168966528,true
"Bubble Sort","Paralelo",1,1000,"QUASE_ORDENADA",5,0.2347,8357.43712756956,true
"Bubble Sort","Paralelo",2,1000,"QUASE_ORDENADA",1,0.5939,7429.39332665365,true
"Bubble Sort","Paralelo",2,1000,"QUASE_ORDENADA",2,0.5544,7498.178356465677,true
"Bubble Sort","Paralelo",2,1000,"QUASE_ORDENADA",3,0.4831,7635.769869748678,true
"Bubble Sort","Paralelo",2,1000,"QUASE_ORDENADA",4,0.5318,7539.774737799848,true
"Bubble Sort","Paralelo",2,1000,"QUASE_ORDENADA",5,0.456,7693.473644513483,true
"Bubble Sort","Paralelo",4,1000,"QUASE_ORDENADA",1,0.6476,7342.884726558402,true
"Bubble Sort","Paralelo",4,1000,"QUASE_ORDENADA",2,0.6519,7336.271069639278,true
"Bubble Sort","Paralelo",4,1000,"QUASE_ORDENADA",3,0.7147,7244.362128461919,true
"Bubble Sort","Paralelo",4,1000,"QUASE_ORDENADA",4,0.7982,7133.949246957436,true
"Bubble Sort","Paralelo",4,1000,"QUASE_ORDENADA",5,0.5737,7463.977481853518,true
"Bubble Sort","Paralelo",8,1000,"QUASE_ORDENADA",1,0.8591,7060.483959505076,true
"Bubble Sort","Paralelo",8,1000,"QUASE_ORDENADA",2,0.8469,7074.774475619263,true
"Bubble Sort","Paralelo",8,1000,"QUASE_ORDENADA",3,4.9649,5310.314738202742,true
"Bubble Sort","Paralelo",8,1000,"QUASE_ORDENADA",4,1.0603,6850.263130311504,true
"Bubble Sort","Paralelo",8,1000,"QUASE_ORDENADA",5,0.9511,6958.84199646691,true
"Insertion Sort","Paralelo",1,1000,"QUASE_ORDENADA",1,0.0169,10000.0,true
"Insertion Sort","Paralelo",1,1000,"QUASE_ORDENADA",2,0.0139,10000.0,true
"Insertion Sort","Paralelo",1,1000,"QUASE_ORDENADA",3,0.013,10000.0,true
"Insertion Sort","Paralelo",1,1000,"QUASE_ORDENADA",4,0.0127,10000.0,true
"Insertion Sort","Paralelo",1,1000,"QUASE_ORDENADA",5,0.0127,10000.0,true
"Insertion Sort","Paralelo",2,1000,"QUASE_ORDENADA",1,0.478,7646.3777112672105,true
"Insertion Sort","Paralelo",2,1000,"QUASE_ORDENADA",2,0.3542,7946.0029699015295,true
"Insertion Sort","Paralelo",2,1000,"QUASE_ORDENADA",3,0.4187,7778.774497308791,true
"Insertion Sort","Paralelo",2,1000,"QUASE_ORDENADA",4,0.3131,8069.300980626338,true
"Insertion Sort","Paralelo",2,1000,"QUASE_ORDENADA",5,0.4297,7752.852874888717,true
"Insertion Sort","Paralelo",4,1000,"QUASE_ORDENADA",1,0.5205,7561.241034496112,true
"Insertion Sort","Paralelo",4,1000,"QUASE_ORDENADA",2,0.6327,7366.146681741176,true
"Insertion Sort","Paralelo",4,1000,"QUASE_ORDENADA",3,0.5332,7537.147027559111,true
"Insertion Sort","Paralelo",4,1000,"QUASE_ORDENADA",4,0.5241,7554.352014863716,true
"Insertion Sort","Paralelo",4,1000,"QUASE_ORDENADA",5,0.5703,7469.918157242538,true
"Insertion Sort","Paralelo",8,1000,"QUASE_ORDENADA",1,0.7574,7186.376155813946,true
"Insertion Sort","Paralelo",8,1000,"QUASE_ORDENADA",2,0.8468,7074.89246037072,true
"Insertion Sort","Paralelo",8,1000,"QUASE_ORDENADA",3,0.7089,7252.504733952384,true
"Insertion Sort","Paralelo",8,1000,"QUASE_ORDENADA",4,0.8238,7102.406236825315,true
"Insertion Sort","Paralelo",8,1000,"QUASE_ORDENADA",5,0.8705,7047.3129200906415,true
"Quick Sort","Paralelo",1,1000,"QUASE_ORDENADA",1,0.4513,7703.829449326103,true
"Quick Sort","Paralelo",1,1000,"QUASE_ORDENADA",2,0.3429,7978.41453971863,true
"Quick Sort","Paralelo",1,1000,"QUASE_ORDENADA",3,0.3507,7955.9300393372705,true
"Quick Sort","Paralelo",1,1000,"QUASE_ORDENADA",4,0.304,8098.7868103594155,true
"Quick Sort","Paralelo",1,1000,"QUASE_ORDENADA",5,0.2722,8209.24563070721,true
"Quick Sort","Paralelo",2,1000,"QUASE_ORDENADA",1,0.2806,8178.860950935096,true
"Quick Sort","Paralelo",2,1000,"QUASE_ORDENADA",2,0.297,8122.075375065805,true
"Quick Sort","Paralelo",2,1000,"QUASE_ORDENADA",3,0.2974,8120.729879723605,true
"Quick Sort","Paralelo",2,1000,"QUASE_ORDENADA",4,0.2675,8226.658455856468,true
"Quick Sort","Paralelo",2,1000,"QUASE_ORDENADA",5,0.329,8019.781753090269,true
"Quick Sort","Paralelo",4,1000,"QUASE_ORDENADA",1,0.2877,8153.879946029063,true
"Quick Sort","Paralelo",4,1000,"QUASE_ORDENADA",2,0.2694,8219.582657706347,true
"Quick Sort","Paralelo",4,1000,"QUASE_ORDENADA",3,0.2665,8230.402778853557,true
"Quick Sort","Paralelo",4,1000,"QUASE_ORDENADA",4,0.2631,8243.239435313291,true
"Quick Sort","Paralelo",4,1000,"QUASE_ORDENADA",5,0.2771,8191.409167710228,true
"Quick Sort","Paralelo",8,1000,"QUASE_ORDENADA",1,0.3205,8045.948730254395,true
"Quick Sort","Paralelo",8,1000,"QUASE_ORDENADA",2,0.2935,8133.926375633424,true
"Quick Sort","Paralelo",8,1000,"QUASE_ORDENADA",3,0.2736,8204.116934794225,true
"Quick Sort","Paralelo",8,1000,"QUASE_ORDENADA",4,0.3634,7920.369735988416,true
"Quick Sort","Paralelo",8,1000,"QUASE_ORDENADA",5,0.3332,8007.100792172794,true
"Merge Sort","Paralelo",1,1000,"QUASE_ORDENADA",1,0.3373,7994.875059023813,true
"Merge Sort","Paralelo",1,1000,"QUASE_ORDENADA",2,0.2909,8142.821850159918,true
"Merge Sort","Paralelo",1,1000,"QUASE_ORDENADA",3,0.2957,8126.460787395214,true
"Merge Sort","Paralelo",1,1000,"QUASE_ORDENADA",4,0.2947,8129.847324805109,true
"Merge Sort","Paralelo",1,1000,"QUASE_ORDENADA",5,0.2636,8241.341320599546,true
"Merge Sort","Paralelo",2,1000,"QUASE_ORDENADA",1,0.2774,8190.327411615277,true
"Merge Sort","Paralelo",2,1000,"QUASE_ORDENADA",2,0.3102,8078.603459119764,true
"Merge Sort","Paralelo",2,1000,"QUASE_ORDENADA",3,0.2797,8182.072618647608,true
"Merge Sort","Paralelo",2,1000,"QUASE_ORDENADA",4,0.3199,8047.821959851706,true
"Merge Sort","Paralelo",2,1000,"QUASE_ORDENADA",5,0.2642,8239.068330981376,true
"Merge Sort","Paralelo",4,1000,"QUASE_ORDENADA",1,0.3354,8000.522052341159,true
"Merge Sort","Paralelo",4,1000,"QUASE_ORDENADA",2,0.2996,8113.361861450091,true
"Merge Sort","Paralelo",4,1000,"QUASE_ORDENADA",3,0.2808,8178.148646395677,true
"Merge Sort","Paralelo",4,1000,"QUASE_ORDENADA",4,0.3367,7996.654875126521,true
"Merge Sort","Paralelo",4,1000,"QUASE_ORDENADA",5,0.3043,8097.800754771494,true
"Merge Sort","Paralelo",8,1000,"QUASE_ORDENADA",1,0.3155,8061.667326223347,true
"Merge Sort","Paralelo",8,1000,"QUASE_ORDENADA",2,0.3642,7918.171524366045,true
"Merge Sort","Paralelo",8,1000,"QUASE_ORDENADA",3,0.2781,8187.807858061717,true
"Merge Sort","Paralelo",8,1000,"QUASE_ORDENADA",4,0.3533,7948.546241203426,true
"Merge Sort","Paralelo",8,1000,"QUASE_ORDENADA",5,0.2959,8125.7848547883395,true
"Bubble Sort","Serial",1,5000,"QUASE_ORDENADA",1,6.3541,6669.362930766764,true
"Bubble Sort","Serial",1,5000,"QUASE_ORDENADA",2,6.2267,6689.591259186251,true
"Bubble Sort","Serial",1,5000,"QUASE_ORDENADA",3,6.2025,6693.480486048013,true
"Bubble Sort","Serial",1,5000,"QUASE_ORDENADA",4,6.3272,6673.600031198796,true
"Bubble Sort","Serial",1,5000,"QUASE_ORDENADA",5,6.1937,6694.898518401169,true
"Insertion Sort","Serial",1,5000,"QUASE_ORDENADA",1,0.2719,9819.56849728141,true
"Insertion Sort","Serial",1,5000,"QUASE_ORDENADA",2,0.2671,9837.37876885566,true
"Insertion Sort","Serial",1,5000,"QUASE_ORDENADA",3,0.2615,9858.566485525798,true
"Insertion Sort","Serial",1,5000,"QUASE_ORDENADA",4,0.2795,9792.002076240873,true
"Insertion Sort","Serial",1,5000,"QUASE_ORDENADA",5,0.285,9772.516288505285,true
"Quick Sort","Serial",1,5000,"QUASE_ORDENADA",1,0.2142,10000.0,true
"Quick Sort","Serial",1,5000,"QUASE_ORDENADA",2,0.1889,10000.0,true
"Quick Sort","Serial",1,5000,"QUASE_ORDENADA",3,0.1847,10000.0,true
"Quick Sort","Serial",1,5000,"QUASE_ORDENADA",4,0.1849,10000.0,true
"Quick Sort","Serial",1,5000,"QUASE_ORDENADA",5,0.1844,10000.0,true
"Merge Sort","Serial",1,5000,"QUASE_ORDENADA",1,0.27,9826.580509942052,true
"Merge Sort","Serial",1,5000,"QUASE_ORDENADA",2,0.2435,9929.880226689924,true
"Merge Sort","Serial",1,5000,"QUASE_ORDENADA",3,0.2404,9942.692346581516,true
"Merge Sort","Serial",1,5000,"QUASE_ORDENADA",4,0.2256,10000.0,true
"Merge Sort","Serial",1,5000,"QUASE_ORDENADA",5,0.2274,9998.283368047754,true
"Bubble Sort","Paralelo",1,5000,"QUASE_ORDENADA",1,6.3112,6676.128802662307,true
"Bubble Sort","Paralelo",1,5000,"QUASE_ORDENADA",2,6.2293,6689.174309040667,true
"Bubble Sort","Paralelo",1,5000,"QUASE_ORDENADA",3,6.4204,6658.996026633666,true
"Bubble Sort","Paralelo",1,5000,"QUASE_ORDENADA",4,6.2365,6688.020586600193,true
"Bubble Sort","Paralelo",1,5000,"QUASE_ORDENADA",5,6.2349,6688.276854071408,true
"Bubble Sort","Paralelo",2,5000,"QUASE_ORDENADA",1,2.2596,7702.45720286218,true
"Bubble Sort","Paralelo",2,5000,"QUASE_ORDENADA",2,1.9192,7865.668525225163,true
"Bubble Sort","Paralelo",2,5000,"QUASE_ORDENADA",3,1.829,7913.789555119,true
"Bubble Sort","Paralelo",2,5000,"QUASE_ORDENADA",4,1.9459,7851.857700723371,true
"Bubble Sort","Paralelo",2,5000,"QUASE_ORDENADA",5,2.0277,7810.696503414836,true
"Bubble Sort","Paralelo",4,5000,"QUASE_ORDENADA",1,1.1288,8396.263804379816,true
"Bubble Sort","Paralelo",4,5000,"QUASE_ORDENADA",2,1.2119,8325.246166054645,true
"Bubble Sort","Paralelo",4,5000,"QUASE_ORDENADA",3,1.0553,8463.5791424513,true
"Bubble Sort","Paralelo",4,5000,"QUASE_ORDENADA",4,0.9447,8574.269975776373,true
"Bubble Sort","Paralelo",4,5000,"QUASE_ORDENADA",5,0.9192,8601.628566967327,true
