algoritmo,versao,threads,tamanhoEntrada,tipoEntrada,amostra,tempoMs,score,ordenadoCorretamente
"Insertion Sort","Serial",1,100000,"ALEATORIA",2,889.6112,4730.997726347825,true
"Insertion Sort","Serial",1,100000,"ALEATORIA",3,885.2032,4735.921324248685,true
"Insertion Sort","Serial",1,100000,"ALEATORIA",4,885.6492,4735.4220328710535,true
"Insertion Sort","Serial",1,100000,"ALEATORIA",5,880.4097,4741.303664580628,true
"Quick Sort","Serial",1,100000,"ALEATORIA",1,8.4499,9378.855353420859,true
"Quick Sort","Serial",1,100000,"ALEATORIA",2,8.2889,9398.091080179955,true
"Quick Sort","Serial",1,100000,"ALEATORIA",3,8.7307,9346.16721824613,true
"Quick Sort","Serial",1,100000,"ALEATORIA",4,8.1624,9413.468842260212,true
"Quick Sort","Serial",1,100000,"ALEATORIA",5,8.741,9344.988271551847,true
"Merge Sort","Serial",1,100000,"ALEATORIA",1,12.5607,8982.4781721112,true
"Merge Sort","Serial",1,100000,"ALEATORIA",2,12.9976,8948.290707490676,true
"Merge Sort","Serial",1,100000,"ALEATORIA",3,13.3083,8924.670638381947,true
"Merge Sort","Serial",1,100000,"ALEATORIA",4,13.35,8921.542571213638,true
"Merge Sort","Serial",1,100000,"ALEATORIA",5,12.4595,8990.56666806569,true
"Bubble Sort","Paralelo",1,100000,"ALEATORIA",1,13549.9704,2125.858645051939,true
"Bubble Sort","Paralelo",1,100000,"ALEATORIA",2,12557.8127,2193.123982529211,true
"Bubble Sort","Paralelo",1,100000,"ALEATORIA",3,13085.3868,2156.6470726511434,true
"Bubble Sort","Paralelo",1,100000,"ALEATORIA",4,13612.3804,2121.8127805650265,true
"Bubble Sort","Paralelo",1,100000,"ALEATORIA",5,13072.6927,2157.5053822750815,true
"Bubble Sort","Paralelo",2,100000,"ALEATORIA",1,3024.3911,3528.2559850262433,true
"Bubble Sort","Paralelo",2,100000,"ALEATORIA",2,3310.485,3440.6441671239036,true
"Bubble Sort","Paralelo",2,100000,"ALEATORIA",3,3279.6005,3449.718262207931,true
"Bubble Sort","Paralelo",2,100000,"ALEATORIA",4,3272.2926,3451.8782773248367,true
"Bubble Sort","Paralelo",2,100000,"ALEATORIA",5,3289.1068,3446.9158799281445,true
"Bubble Sort","Paralelo",4,100000,"ALEATORIA",1,788.8418,4850.217138292716,true
"Bubble Sort","Paralelo",4,100000,"ALEATORIA",2,779.9983,4861.40344517208,true
"Bubble Sort","Paralelo",4,100000,"ALEATORIA",3,780.6998,4860.5114491026825,true
"Bubble Sort","Paralelo",4,100000,"ALEATORIA",4,771.1054,4872.781870951721,true
"Bubble Sort","Paralelo",4,100000,"ALEATORIA",5,797.4316,4839.472091180417,true
"Bubble Sort","Paralelo",8,100000,"ALEATORIA",1,226.6718,6091.68646153611,true
"Bubble Sort","Paralelo",8,100000,"ALEATORIA",2,228.9649,6081.643780021015,true
"Bubble Sort","Paralelo",8,100000,"ALEATORIA",3,223.5423,6105.557735238713,true
"Bubble Sort","Paralelo",8,100000,"ALEATORIA",4,224.1129,6103.014143648633,true
"Bubble Sort","Paralelo",8,100000,"ALEATORIA",5,224.2609,6102.355456852287,true
"Insertion Sort","Paralelo",1,100000,"ALEATORIA",1,889.2242,4731.429006615679,true
"Insertion Sort","Paralelo",1,100000,"ALEATORIA",2,888.3647,4732.387527651919,true
"Insertion Sort","Paralelo",1,100000,"ALEATORIA",3,890.4495,4730.064157331892,true
"Insertion Sort","Paralelo",1,100000,"ALEATORIA",4,892.4131,4727.8808692785,true
"Insertion Sort","Paralelo",1,100000,"ALEATORIA",5,903.4897,4715.655081615451,true
"Insertion Sort","Paralelo",2,100000,"ALEATORIA",1,222.6179,6109.6923207993195,true
"Insertion Sort","Paralelo",2,100000,"ALEATORIA",2,224.114,6103.009246395635,true
"Insertion Sort","Paralelo",2,100000,"ALEATORIA",3,222.809,6108.836174248243,true
"Insertion Sort","Paralelo",2,100000,"ALEATORIA",4,225.5052,6096.834759612701,true
"Insertion Sort","Paralelo",2,100000,"ALEATORIA",5,224.3978,6101.746559332825,true
"Insertion Sort","Paralelo",4,100000,"ALEATORIA",1,60.0472,7418.39483713033,true
"Insertion Sort","Paralelo",4,100000,"ALEATORIA",2,58.1348,7450.7421922066305,true
"Insertion Sort","Paralelo",4,100000,"ALEATORIA",3,57.8118,7456.310508833163,true
"Insertion Sort","Paralelo",4,100000,"ALEATORIA",4,58.0554,7452.108123440631,true
"Insertion Sort","Paralelo",4,100000,"ALEATORIA",5,56.837,7473.306151405759,true
"Insertion Sort","Paralelo",8,100000,"ALEATORIA",1,20.4466,8495.313300572387,true
"Insertion Sort","Paralelo",8,100000,"ALEATORIA",2,20.8773,8474.471771871871,true
"Insertion Sort","Paralelo",8,100000,"ALEATORIA",3,21.639,8438.644589371645,true
"Insertion Sort","Paralelo",8,100000,"ALEATORIA",4,20.3269,8501.18358131427,true
"Insertion Sort","Paralelo",8,100000,"ALEATORIA",5,20.2584,8504.558506097379,true
"Quick Sort","Paralelo",1,100000,"ALEATORIA",1,8.8152,9336.536108893639,true
"Quick Sort","Paralelo",1,100000,"ALEATORIA",2,8.7235,9346.992162627657,true
"Quick Sort","Paralelo",1,100000,"ALEATORIA",3,8.9173,9325.021423805636,true
"Quick Sort","Paralelo",1,100000,"ALEATORIA",4,8.8823,9328.953751549654,true
"Quick Sort","Paralelo",1,100000,"ALEATORIA",5,8.611,9359.971115548946,true
"Quick Sort","Paralelo",2,100000,"ALEATORIA",1,5.4051,9825.636562201898,true
"Quick Sort","Paralelo",2,100000,"ALEATORIA",2,5.8458,9747.260466584412,true
"Quick Sort","Paralelo",2,100000,"ALEATORIA",3,6.6718,9615.10249215671,true
"Quick Sort","Paralelo",2,100000,"ALEATORIA",4,5.7264,9767.895666301085,true
"Quick Sort","Paralelo",2,100000,"ALEATORIA",5,5.2217,9860.154661233462,true
"Quick Sort","Paralelo",4,100000,"ALEATORIA",1,3.1758,10000.0,true
"Quick Sort","Paralelo",4,100000,"ALEATORIA",2,3.6506,10000.0,true
"Quick Sort","Paralelo",4,100000,"ALEATORIA",3,3.5199,10000.0,true
"Quick Sort","Paralelo",4,100000,"ALEATORIA",4,3.8572,10000.0,true
"Quick Sort","Paralelo",4,100000,"ALEATORIA",5,3.3338,10000.0,true
"Quick Sort","Paralelo",8,100000,"ALEATORIA",1,3.3353,10000.0,true
"Quick Sort","Paralelo",8,100000,"ALEATORIA",2,3.1539,10000.0,true
"Quick Sort","Paralelo",8,100000,"ALEATORIA",3,2.982,10000.0,true
"Quick Sort","Paralelo",8,100000,"ALEATORIA",4,2.9494,10000.0,true
"Quick Sort","Paralelo",8,100000,"ALEATORIA",5,2.8729,10000.0,true
"Merge Sort","Paralelo",1,100000,"ALEATORIA",1,12.4908,8988.057991842588,true
"Merge Sort","Paralelo",1,100000,"ALEATORIA",2,12.4678,8989.900814487268,true
"Merge Sort","Paralelo",1,100000,"ALEATORIA",3,12.6085,8978.680352332585,true
"Merge Sort","Paralelo",1,100000,"ALEATORIA",4,12.3347,9000.632375715752,true
"Merge Sort","Paralelo",1,100000,"ALEATORIA",5,12.6098,8978.577265597725,true
"Merge Sort","Paralelo",2,100000,"ALEATORIA",1,7.3943,9512.289972107297,true
"Merge Sort","Paralelo",2,100000,"ALEATORIA",2,7.2722,9528.939325078853,true
"Merge Sort","Paralelo",2,100000,"ALEATORIA",3,6.8933,9582.444470223973,true
"Merge Sort","Paralelo",2,100000,"ALEATORIA",4,7.167,9543.509975390274,true
"Merge Sort","Paralelo",2,100000,"ALEATORIA",5,6.8126,9594.219749869048,true
"Merge Sort","Paralelo",4,100000,"ALEATORIA",1,5.1212,9879.587889069053,true
"Merge Sort","Paralelo",4,100000,"ALEATORIA",2,4.5665,9994.224081778018,true
"Merge Sort","Paralelo",4,100000,"ALEATORIA",3,5.3414,9837.491086648151,true
"Merge Sort","Paralelo",4,100000,"ALEATORIA",4,5.0371,9896.145315048054,true
"Merge Sort","Paralelo",4,100000,"ALEATORIA",5,5.6867,9774.852215310406,true
"Merge Sort","Paralelo",8,100000,"ALEATORIA",1,4.8539,9933.191497265774,true
"Merge Sort","Paralelo",8,100000,"ALEATORIA",2,4.18,10000.0,true
"Merge Sort","Paralelo",8,100000,"ALEATORIA",3,5.2046,9863.434659685478,true
"Merge Sort","Paralelo",8,100000,"ALEATORIA",4,5.7462,9764.44415854586,true
"Merge Sort","Paralelo",8,100000,"ALEATORIA",5,5.9431,9730.754011442723,true
"Bubble Sort","Serial",1,1000,"ORDENADA",1,0.0012,10000.0,true
"Bubble Sort","Serial",1,1000,"ORDENADA",2,6.0E-4,10000.0,true
"Bubble Sort","Serial",1,1000,"ORDENADA",3,5.0E-4,10000.0,true
"Bubble Sort","Serial",1,1000,"ORDENADA",4,5.0E-4,10000.0,true
"Bubble Sort","Serial",1,1000,"ORDENADA",5,5.0E-4,10000.0,true
"Insertion Sort","Serial",1,1000,"ORDENADA",1,0.0026,10000.0,true
"Insertion Sort","Serial",1,1000,"ORDENADA",2,0.002,10000.0,true
"Insertion Sort","Serial",1,1000,"ORDENADA",3,0.0019,10000.0,true
"Insertion Sort","Serial",1,1000,"ORDENADA",4,0.002,10000.0,true
"Insertion Sort","Serial",1,1000,"ORDENADA",5,0.002,10000.0,true
"Quick Sort","Serial",1,1000,"ORDENADA",1,0.0174,10000.0,true
"Quick Sort","Serial",1,1000,"ORDENADA",2,0.0127,10000.0,true
"Quick Sort","Serial",1,1000,"ORDENADA",3,0.0122,10000.0,true
"Quick Sort","Serial",1,1000,"ORDENADA",4,0.0122,10000.0,true
"Quick Sort","Serial",1,1000,"ORDENADA",5,0.012,10000.0,true
"Merge Sort","Serial",1,1000,"ORDENADA",1,0.0433,10000.0,true
"Merge Sort","Serial",1,1000,"ORDENADA",2,0.0354,10000.0,true
"Merge Sort","Serial",1,1000,"ORDENADA",3,0.04,10000.0,true
"Merge Sort","Serial",1,1000,"ORDENADA",4,0.0389,10000.0,true
"Merge Sort","Serial",1,1000,"ORDENADA",5,0.0377,10000.0,true
"Bubble Sort","Paralelo",1,1000,"ORDENADA",1,0.0037,10000.0,true
"Bubble Sort","Paralelo",1,1000,"ORDENADA",2,9.0E-4,10000.0,true
"Bubble Sort","Paralelo",1,1000,"ORDENADA",3,7.0E-4,10000.0,true
"Bubble Sort","Paralelo",1,1000,"ORDENADA",4,7.0E-4,10000.0,true
"Bubble Sort","Paralelo",1,1000,"ORDENADA",5,7.0E-4,10000.0,true
"Bubble Sort","Paralelo",2,1000,"ORDENADA",1,0.7414,7207.71139254643,true
"Bubble Sort","Paralelo",2,1000,"ORDENADA",2,0.5061,7589.282251718831,true
"Bubble Sort","Paralelo",2,1000,"ORDENADA",3,0.4782,7645.959588638868,true
"Bubble Sort","Paralelo",2,1000,"ORDENADA",4,0.4206,7774.248806268289,true
"Bubble Sort","Paralelo",2,1000,"ORDENADA",5,0.3779,7881.258776222609,true
"Bubble Sort","Paralelo",4,1000,"ORDENADA",1,0.6931,7275.029128957458,true
"Bubble Sort","Paralelo",4,1000,"ORDENADA",2,0.7874,7147.5612696178905,true
"Bubble Sort","Paralelo",4,1000,"ORDENADA",3,0.8692,7048.806132046433,true
"Bubble Sort","Paralelo",4,1000,"ORDENADA",4,0.6411,7352.966001554248,true
"Bubble Sort","Paralelo",4,1000,"ORDENADA",5,0.6226,7382.228706221796,true
"Bubble Sort","Paralelo",8,1000,"ORDENADA",1,1.0118,6897.03564458183,true
"Bubble Sort","Paralelo",8,1000,"ORDENADA",2,1.1815,6742.151263915469,true
"Bubble Sort","Paralelo",8,1000,"ORDENADA",3,1.1511,6768.187710035629,true
"Bubble Sort","Paralelo",8,1000,"ORDENADA",4,1.2577,6679.7275326690415,true
"Bubble Sort","Paralelo",8,1000,"ORDENADA",5,1.7043,6376.303659061857,true
"Insertion Sort","Paralelo",1,1000,"ORDENADA",1,0.0038,10000.0,true
"Insertion Sort","Paralelo",1,1000,"ORDENADA",2,0.0021,10000.0,true
"Insertion Sort","Paralelo",1,1000,"ORDENADA",3,0.002,10000.0,true
"Insertion Sort","Paralelo",1,1000,"ORDENADA",4,0.002,10000.0,true
"Insertion Sort","Paralelo",1,1000,"ORDENADA",5,0.0019,10000.0,true
"Insertion Sort","Paralelo",2,1000,"ORDENADA",1,0.7029,7260.998576863908,true
"Insertion Sort","Paralelo",2,1000,"ORDENADA",2,0.4409,7727.133268432537,true
"Insertion Sort","Paralelo",2,1000,"ORDENADA",3,1.1577,6762.477031134707,true
"Insertion Sort","Paralelo",2,1000,"ORDENADA",4,0.5272,7548.457635854881,true
"Insertion Sort","Paralelo",2,1000,"ORDENADA",5,0.4826,7636.804888359415,true
"Insertion Sort","Paralelo",4,1000,"ORDENADA",1,0.8018,7129.452836485965,true
"Insertion Sort","Paralelo",4,1000,"ORDENADA",2,1.1496,6769.490162915372,true
"Insertion Sort","Paralelo",4,1000,"ORDENADA",3,0.7626,7179.539219909179,true
"Insertion Sort","Paralelo",4,1000,"ORDENADA",4,0.9126,7000.125073304768,true
"Insertion Sort","Paralelo",4,1000,"ORDENADA",5,0.8105,7118.669388510786,true
"Insertion Sort","Paralelo",8,1000,"ORDENADA",1,1.3966,6575.110193213628,true
"Insertion Sort","Paralelo",8,1000,"ORDENADA",2,1.2359,6697.190966272855,true
"Insertion Sort","Paralelo",8,1000,"ORDENADA",3,1.149,6770.01162052022,true
"Insertion Sort","Paralelo",8,1000,"ORDENADA",4,1.2319,6700.4287278301335,true
"Insertion Sort","Paralelo",8,1000,"ORDENADA",5,1.4544,6534.61517792575,true
"Quick Sort","Paralelo",1,1000,"ORDENADA",1,0.9631,6946.315945914213,true
"Quick Sort","Paralelo",1,1000,"ORDENADA",2,0.4999,7601.60225463637,true
"Quick Sort","Paralelo",1,1000,"ORDENADA",3,5.8659,5144.448118557414,true
"Quick Sort","Paralelo",1,1000,"ORDENADA",4,0.9248,6986.857432682105,true
"Quick Sort","Paralelo",1,1000,"ORDENADA",5,0.9086,7004.513792111854,true
"Quick Sort","Paralelo",2,1000,"ORDENADA",1,1.2704,6669.693061196112,true
"Quick Sort","Paralelo",2,1000,"ORDENADA",2,0.4577,7689.754205591983,true
"Quick Sort","Paralelo",2,1000,"ORDENADA",3,0.4877,7626.297676361275,true
"Quick Sort","Paralelo",2,1000,"ORDENADA",4,0.3217,8042.212771984943,true
"Quick Sort","Paralelo",2,1000,"ORDENADA",5,0.3262,8028.326014585708,true
"Quick Sort","Paralelo",4,1000,"ORDENADA",1,1.0169,6892.012878474631,true
"Quick Sort","Paralelo",4,1000,"ORDENADA",2,0.5388,7526.704768327463,true
"Quick Sort","Paralelo",4,1000,"ORDENADA",3,0.3781,7880.729875605595,true
"Quick Sort","Paralelo",4,1000,"ORDENADA",4,0.338,7992.802605372123,true
"Quick Sort","Paralelo",4,1000,"ORDENADA",5,0.3547,7944.592833293524,true
"Quick Sort","Paralelo",8,1000,"ORDENADA",1,0.7068,7255.469367853248,true
"Quick Sort","Paralelo",8,1000,"ORDENADA",2,0.4216,7771.875071888813,true
"Quick Sort","Paralelo",8,1000,"ORDENADA",3,0.3931,7841.839548292896,true
"Quick Sort","Paralelo",8,1000,"ORDENADA",4,0.3292,8019.174234986929,true
"Quick Sort","Paralelo",8,1000,"ORDENADA",5,0.4419,7724.86874821853,true
"Merge Sort","Paralelo",1,1000,"ORDENADA",1,0.4461,7715.4134163570325,true
"Merge Sort","Paralelo",1,1000,"ORDENADA",2,0.383,7867.85849545785,true
"Merge Sort","Paralelo",1,1000,"ORDENADA",3,0.3124,8071.538491212024,true
"Merge Sort","Paralelo",1,1000,"ORDENADA",4,0.3163,8059.135677640372,true
"Merge Sort","Paralelo",1,1000,"ORDENADA",5,0.3239,8035.399579342709,true
"Merge Sort","Paralelo",2,1000,"ORDENADA",1,0.4407,7727.586789036609,true
"Merge Sort","Paralelo",2,1000,"ORDENADA",2,0.3882,7854.378011899239,true
"Merge Sort","Paralelo",2,1000,"ORDENADA",3,0.3468,7967.1090529366675,true
"Merge Sort","Paralelo",2,1000,"ORDENADA",4,0.4039,7814.747053849259,true
"Merge Sort","Paralelo",2,1000,"ORDENADA",5,0.3723,7896.182807799154,true
"Merge Sort","Paralelo",4,1000,"ORDENADA",1,0.6346,7363.150077541746,true
"Merge Sort","Paralelo",4,1000,"ORDENADA",2,0.3989,7827.19861951346,true
"Merge Sort","Paralelo",4,1000,"ORDENADA",3,0.3388,7990.439337806615,true
"Merge Sort","Paralelo",4,1000,"ORDENADA",4,0.4548,7696.10749269772,true
"Merge Sort","Paralelo",4,1000,"ORDENADA",5,0.6097,7403.153039258973,true
"Merge Sort","Paralelo",8,1000,"ORDENADA",1,0.5314,7540.526783495581,true
"Merge Sort","Paralelo",8,1000,"ORDENADA",2,0.3688,7905.624798291831,true
"Merge Sort","Paralelo",8,1000,"ORDENADA",3,0.3432,7977.540331470818,true
"Merge Sort","Paralelo",8,1000,"ORDENADA",4,0.3048,8096.1594877097,true
"Merge Sort","Paralelo",8,1000,"ORDENADA",5,0.3329,8008.001257984384,true
"Bubble Sort","Serial",1,5000,"ORDENADA",1,0.0027,10000.0,true
"Bubble Sort","Serial",1,5000,"ORDENADA",2,0.0022,10000.0,true
"Bubble Sort","Serial",1,5000,"ORDENADA",3,0.0022,10000.0,true
"Bubble Sort","Serial",1,5000,"ORDENADA",4,0.0021,10000.0,true
"Bubble Sort","Serial",1,5000,"ORDENADA",5,0.0022,10000.0,true
"Insertion Sort","Serial",1,5000,"ORDENADA",1,0.0095,10000.0,true
"Insertion Sort","Serial",1,5000,"ORDENADA",2,0.009,10000.0,true
"Insertion Sort","Serial",1,5000,"ORDENADA",3,0.0089,10000.0,true
"Insertion Sort","Serial",1,5000,"ORDENADA",4,0.009,10000.0,true
"Insertion Sort","Serial",1,5000,"ORDENADA",5,0.009,10000.0,true
"Quick Sort","Serial",1,5000,"ORDENADA",1,0.0779,10000.0,true
"Quick Sort","Serial",1,5000,"ORDENADA",2,0.0715,10000.0,true
"Quick Sort","Serial",1,5000,"ORDENADA",3,0.0713,10000.0,true
"Quick Sort","Serial",1,5000,"ORDENADA",4,0.0726,10000.0,true
"Quick Sort","Serial",1,5000,"ORDENADA",5,0.0725,10000.0,true
"Merge Sort","Serial",1,5000,"ORDENADA",1,0.2427,9933.17089648779,true
"Merge Sort","Serial",1,5000,"ORDENADA",2,0.2083,10000.0,true
"Merge Sort","Serial",1,5000,"ORDENADA",3,0.2131,10000.0,true
"Merge Sort","Serial",1,5000,"ORDENADA",4,0.2117,10000.0,true
"Merge Sort","Serial",1,5000,"ORDENADA",5,0.2233,10000.0,true
"Bubble Sort","Paralelo",1,5000,"ORDENADA",1,0.0057,10000.0,true
"Bubble Sort","Paralelo",1,5000,"ORDENADA",2,0.0027,10000.0,true
"Bubble Sort","Paralelo",1,5000,"ORDENADA",3,0.0024,10000.0,true
"Bubble Sort","Paralelo",1,5000,"ORDENADA",4,0.0024,10000.0,true
"Bubble Sort","Paralelo",1,5000,"ORDENADA",5,0.0024,10000.0,true
"Bubble Sort","Paralelo",2,5000,"ORDENADA",1,1.0899,8431.32519874892,true
"Bubble Sort","Paralelo",2,5000,"ORDENADA",2,0.5105,9189.659927581804,true
"Bubble Sort","Paralelo",2,5000,"ORDENADA",3,0.4547,9305.401545432618,true
"Bubble Sort","Paralelo",2,5000,"ORDENADA",4,0.5557,9104.831023936906,true
"Bubble Sort","Paralelo",2,5000,"ORDENADA",5,0.452,9311.356686480309,true
"Bubble Sort","Paralelo",4,5000,"ORDENADA",1,3.0939,7388.379349042835,true
"Bubble Sort","Paralelo",4,5000,"ORDENADA",2,0.8788,8646.566874443939,true
"Bubble Sort","Paralelo",4,5000,"ORDENADA",3,1.8742,7889.386059473689,true
"Bubble Sort","Paralelo",4,5000,"ORDENADA",4,1.7601,7952.174523853947,true
"Bubble Sort","Paralelo",4,5000,"ORDENADA",5,0.8256,8709.00318204027,true
"Bubble Sort","Paralelo",8,5000,"ORDENADA",1,1.9379,7855.975783776444,true
"Bubble Sort","Paralelo",8,5000,"ORDENADA",2,1.8404,7907.578264392236,true
"Bubble Sort","Paralelo",8,5000,"ORDENADA",3,2.9024,7452.235522064212,true
"Bubble Sort","Paralelo",8,5000,"ORDENADA",4,2.3217,7675.357747681394,true
"Bubble Sort","Paralelo",8,5000,"ORDENADA",5,2.0869,7781.930773058787,true
"Insertion Sort","Paralelo",1,5000,"ORDENADA",1,0.0117,10000.0,true
"Insertion Sort","Paralelo",1,5000,"ORDENADA",2,0.0087,10000.0,true
"Insertion Sort","Paralelo",1,5000,"ORDENADA",3,0.0101,10000.0,true
"Insertion Sort","Paralelo",1,5000,"ORDENADA",4,0.009,10000.0,true
"Insertion Sort","Paralelo",1,5000,"ORDENADA",5,0.0088,10000.0,true
"Insertion Sort","Paralelo",2,5000,"ORDENADA",1,1.1089,8414.046413849655,true
"Insertion Sort","Paralelo",2,5000,"ORDENADA",2,0.6278,8982.852378108524,true
"Insertion Sort","Paralelo",2,5000,"ORDENADA",3,0.6005,9027.305921666908,true
"Insertion Sort","Paralelo",2,5000,"ORDENADA",4,1.3069,8249.796616641584,true
"Insertion Sort","Paralelo",2,5000,"ORDENADA",5,3.5986,7237.367771605721,true
"Insertion Sort","Paralelo",4,5000,"ORDENADA",1,2.0648,7792.5726967494575,true
"Insertion Sort","Paralelo",4,5000,"ORDENADA",2,1.0072,8510.220407381925,true
"Insertion Sort","Paralelo",4,5000,"ORDENADA",3,0.6605,8932.083437711559,true
"Insertion Sort","Paralelo",4,5000,"ORDENADA",4,0.7864,8757.640169198216,true
"Insertion Sort","Paralelo",4,5000,"ORDENADA",5,0.6966,8878.876422762345,true
"Insertion Sort","Paralelo",8,5000,"ORDENADA",1,1.107,8415.760913184375,true
"Insertion Sort","Paralelo",8,5000,"ORDENADA",2,1.012,8505.467000070848,true
"Insertion Sort","Paralelo",8,5000,"ORDENADA",3,1.2786,8271.683149374961,true
"Insertion Sort","Paralelo",8,5000,"ORDENADA",4,0.9632,8554.880017291114,true
"Insertion Sort","Paralelo",8,5000,"ORDENADA",5,1.7662,7948.716022989112,true
"Quick Sort","Paralelo",1,5000,"ORDENADA",1,1.1384,8387.797077707575,true
"Quick Sort","Paralelo",1,5000,"ORDENADA",2,1.4371,8154.8533760209575,true
"Quick Sort","Paralelo",1,5000,"ORDENADA",3,0.386,9469.188297953777,true
"Quick Sort","Paralelo",1,5000,"ORDENADA",4,0.4556,9303.424354674173,true
"Quick Sort","Paralelo",1,5000,"ORDENADA",5,0.4253,9372.23872452139,true
"Quick Sort","Paralelo",2,5000,"ORDENADA",1,0.5218,9167.76845225062,true
"Quick Sort","Paralelo",2,5000,"ORDENADA",2,0.4316,9357.535553289039,true
"Quick Sort","Paralelo",2,5000,"ORDENADA",3,0.401,9431.067239875958,true
"Quick Sort","Paralelo",2,5000,"ORDENADA",4,0.4498,9316.235386827002,true
"Quick Sort","Paralelo",2,5000,"ORDENADA",5,0.3622,9532.824362325413,true
"Quick Sort","Paralelo",4,5000,"ORDENADA",1,0.3708,9509.359793956957,true
"Quick Sort","Paralelo",4,5000,"ORDENADA",2,0.4242,9374.828264669084,true
"Quick Sort","Paralelo",4,5000,"ORDENADA",3,0.35,9567.085313465028,true
"Quick Sort","Paralelo",4,5000,"ORDENADA",4,0.3558,9550.650852634886,true
"Quick Sort","Paralelo",4,5000,"ORDENADA",5,0.3574,9546.164345118474,true
"Quick Sort","Paralelo",8,5000,"ORDENADA",1,0.4242,9374.828264669084,true
"Quick Sort","Paralelo",8,5000,"ORDENADA",2,0.3808,9482.750324581139,true
"Quick Sort","Paralelo",8,5000,"ORDENADA",3,0.3266,9636.27760772875,true
"Quick Sort","Paralelo",8,5000,"ORDENADA",4,0.6663,8923.341701951558,true
"Quick Sort","Paralelo",8,5000,"ORDENADA",5,0.4837,9243.580325890425,true
"Merge Sort","Paralelo",1,5000,"ORDENADA",1,0.9825,8535.044607351361,true
"Merge Sort","Paralelo",1,5000,"ORDENADA",2,0.5893,9046.130931609563,true
"Merge Sort","Paralelo",1,5000,"ORDENADA",3,0.5313,9149.727891296283,true
"Merge Sort","Paralelo",1,5000,"ORDENADA",4,0.5223,9166.810789500556,true
"Merge Sort","Paralelo",1,5000,"ORDENADA",5,0.5518,9111.873162525972,true
"Merge Sort","Paralelo",2,5000,"ORDENADA",1,0.6284,8981.897236119838,true
"Merge Sort","Paralelo",2,5000,"ORDENADA",2,0.5892,9046.300618867312,true
"Merge Sort","Paralelo",2,5000,"ORDENADA",3,0.5552,9105.731095041294,true
"Merge Sort","Paralelo",2,5000,"ORDENADA",4,0.5737,9072.956592208418,true
"Merge Sort","Paralelo",2,5000,"ORDENADA",5,0.5115,9187.703179774406,true
"Merge Sort","Paralelo",4,5000,"ORDENADA",1,0.6402,8963.29587466619,true
"Merge Sort","Paralelo",4,5000,"ORDENADA",2,0.5342,9144.285004015528,true
"Merge Sort","Paralelo",4,5000,"ORDENADA",3,0.5203,9170.64695668825,true
"Merge Sort","Paralelo",4,5000,"ORDENADA",4,0.607,9016.541071970492,true
"Merge Sort","Paralelo",4,5000,"ORDENADA",5,0.4825,9246.064044963508,true
"Merge Sort","Paralelo",8,5000,"ORDENADA",1,0.5739,9072.608078697338,true
"Merge Sort","Paralelo",8,5000,"ORDENADA",2,0.5551,9105.911206539995,true
"Merge Sort","Paralelo",8,5000,"ORDENADA",3,0.4991,9212.241808941126,true
"Merge Sort","Paralelo",8,5000,"ORDENADA",4,0.4872,9236.371189255718,true
"Merge Sort","Paralelo",8,5000,"ORDENADA",5,0.478,9255.43333333753,true
"Bubble Sort","Serial",1,10000,"ORDENADA",1,0.0052,10000.0,true
"Bubble Sort","Serial",1,10000,"ORDENADA",2,0.0045,10000.0,true
"Bubble Sort","Serial",1,10000,"ORDENADA",3,0.0045,10000.0,true
"Bubble Sort","Serial",1,10000,"ORDENADA",4,0.0045,10000.0,true
"Bubble Sort","Serial",1,10000,"ORDENADA",5,0.0045,10000.0,true
"Insertion Sort","Serial",1,10000,"ORDENADA",1,0.019,10000.0,true
"Insertion Sort","Serial",1,10000,"ORDENADA",2,0.0185,10000.0,true
"Insertion Sort","Serial",1,10000,"ORDENADA",3,0.0287,10000.0,true
"Insertion Sort","Serial",1,10000,"ORDENADA",4,0.0184,10000.0,true
"Insertion Sort","Serial",1,10000,"ORDENADA",5,0.0184,10000.0,true
"Quick Sort","Serial",1,10000,"ORDENADA",1,0.1662,10000.0,true
"Quick Sort","Serial",1,10000,"ORDENADA",2,0.1607,10000.0,true
"Quick Sort","Serial",1,10000,"ORDENADA",3,0.1602,10000.0,true
"Quick Sort","Serial",1,10000,"ORDENADA",4,0.1578,10000.0,true
"Quick Sort","Serial",1,10000,"ORDENADA",5,0.1747,10000.0,true
"Merge Sort","Serial",1,10000,"ORDENADA",1,0.4333,10000.0,true
"Merge Sort","Serial",1,10000,"ORDENADA",2,0.4345,10000.0,true
"Merge Sort","Serial",1,10000,"ORDENADA",3,0.4034,10000.0,true
"Merge Sort","Serial",1,10000,"ORDENADA",4,0.5188,9866.629077170312,true
"Merge Sort","Serial",1,10000,"ORDENADA",5,0.3972,10000.0,true
"Bubble Sort","Paralelo",1,10000,"ORDENADA",1,0.0066,10000.0,true
"Bubble Sort","Paralelo",1,10000,"ORDENADA",2,0.0047,10000.0,true
"Bubble Sort","Paralelo",1,10000,"ORDENADA",3,0.0046,10000.0,true
"Bubble Sort","Paralelo",1,10000,"ORDENADA",4,0.0045,10000.0,true
"Bubble Sort","Paralelo",1,10000,"ORDENADA",5,0.0046,10000.0,true
"Bubble Sort","Paralelo",2,10000,"ORDENADA",1,0.7272,9528.96682545108,true
